column,abs_mean,abs_no_of_peaks_1x,abs_two_times_mean,abs_no_of_peaks_2x,Num_Peaks_Lag100_Inf0,Num_Peaks_Lag100_Inf0.5,Num_Peaks_Lag100_Inf0.9,Num_Peaks_Lag500_Inf0,Num_Peaks_Lag500_Inf0.5,Num_Peaks_Lag500_Inf0.9,Num_Peaks_Lag1000_Inf0,Num_Peaks_Lag1000_Inf0.5,Num_Peaks_Lag1000_Inf0.9,Num_Peaks_Lag5000_Inf0,Num_Peaks_Lag5000_Inf0.5,Num_Peaks_Lag5000_Inf0.9,Num_Peaks_Lag10000_Inf0,Num_Peaks_Lag10000_Inf0.5,Num_Peaks_Lag10000_Inf0.9,Num_Peaks_2t_Lag100_Inf0,Num_Peaks_2t_Lag100_Inf0.5,Num_Peaks_2t_Lag100_Inf0.9,Num_Peaks_2t_Lag500_Inf0,Num_Peaks_2t_Lag500_Inf0.5,Num_Peaks_2t_Lag500_Inf0.9,Num_Peaks_2t_Lag1000_Inf0,Num_Peaks_2t_Lag1000_Inf0.5,Num_Peaks_2t_Lag1000_Inf0.9,Num_Peaks_2t_Lag5000_Inf0,Num_Peaks_2t_Lag5000_Inf0.5,Num_Peaks_2t_Lag5000_Inf0.9,Num_Peaks_2t_Lag10000_Inf0,Num_Peaks_2t_Lag10000_Inf0.5,Num_Peaks_2t_Lag10000_Inf0.9
CURRENT|6,1.871,18474,3.742,786,40922.0,3898.0,3195.0,40922.0,4284.0,4038.0,40922.0,3858.0,3752.0,27254.0,581.0,579.0,15472.0,506.0,506.0,40922.0,715.0,621.0,40922.0,1289.0,1275.0,40922.0,1348.0,1338.0,2119.0,455.0,455.0,562.0,415.0,414.0
LOAD|1,0.72,15410,1.44,4562,41517.0,24176.0,21460.0,41361.0,22617.0,20860.0,39910.0,22519.0,21312.0,34412.0,23045.0,21951.0,25534.0,17670.0,17239.0,41517.0,10353.0,7926.0,41121.0,10144.0,8939.0,38965.0,8790.0,8130.0,20262.0,5284.0,4919.0,10294.0,4165.0,3855.0
LOAD|2,6.757,20946,13.514,0,41111.0,105.0,90.0,41077.0,212.0,202.0,13119.0,165.0,162.0,63.0,38.0,38.0,4.0,4.0,4.0,41111.0,32.0,23.0,13247.0,78.0,69.0,6807.0,64.0,59.0,6.0,5.0,4.0,0.0,0.0,0.0
LOAD|3,0.519,9336,1.038,512,41851.0,34116.0,30994.0,41372.0,32628.0,30506.0,40129.0,29520.0,27838.0,33935.0,24591.0,23619.0,30387.0,23595.0,23216.0,41011.0,25526.0,18859.0,40873.0,21909.0,18261.0,38475.0,18157.0,16357.0,32127.0,14350.0,12850.0,27969.0,14998.0,14039.0
LOAD|6,3.379,18480,6.758,794,40923.0,837.0,741.0,40923.0,1482.0,1463.0,40923.0,1496.0,1484.0,4656.0,498.0,495.0,652.0,432.0,430.0,40923.0,204.0,167.0,40923.0,582.0,547.0,40923.0,748.0,730.0,598.0,312.0,304.0,475.0,252.0,251.0
ENC_POS|1,15.134,22959,30.268,0,41139.0,7.0,5.0,41139.0,39.0,32.0,39040.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41149.0,8.0,5.0,39038.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC_POS|2,302.696,19793,605.392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC_POS|3,387.305,3819,774.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC_POS|6,512375.283,20626,1024750.566,4295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRL_DIFF2|1,0.001,4650,0.002,1813,41589.0,41893.0,41878.0,41484.0,41488.0,41487.0,41017.0,40994.0,40986.0,37007.0,36912.0,36903.0,31999.0,31934.0,31932.0,41589.0,41867.0,41835.0,41484.0,41470.0,41444.0,41017.0,40958.0,40960.0,37012.0,36811.0,36797.0,31972.0,31850.0,31849.0
CTRL_DIFF2|2,0.002,1923,0.004,1159,41632.0,41875.0,41873.0,41507.0,41486.0,41471.0,41017.0,40968.0,40955.0,37000.0,36904.0,36904.0,31992.0,31929.0,31920.0,41632.0,41852.0,41814.0,41507.0,41435.0,41410.0,41017.0,40924.0,40910.0,36990.0,36801.0,36796.0,31973.0,31844.0,31834.0
CTRL_DIFF2|3,0.006,655,0.012,617,41653.0,41809.0,41737.0,41517.0,41410.0,41362.0,41016.0,40841.0,40798.0,37001.0,36881.0,36863.0,31916.0,31958.0,31952.0,41652.0,41670.0,41547.0,41517.0,41288.0,41201.0,41015.0,40689.0,40595.0,36977.0,36753.0,36716.0,31952.0,31895.0,31869.0
CTRL_DIFF2|6,13.771,27304,27.542,0,40921.0,40.0,23.0,40921.0,146.0,124.0,40921.0,140.0,138.0,2785.0,102.0,99.0,0.0,0.0,0.0,40921.0,5.0,4.0,40921.0,29.0,20.0,40921.0,64.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
TORQUE|1,0.72,15393,1.44,4561,41524.0,24207.0,21477.0,41374.0,22699.0,21017.0,39909.0,22452.0,21247.0,34385.0,22917.0,21926.0,25425.0,17654.0,17261.0,41524.0,10368.0,7968.0,41374.0,10207.0,8946.0,39012.0,8790.0,8091.0,19231.0,5168.0,4875.0,10238.0,4120.0,3879.0
TORQUE|2,6.757,20949,13.514,0,41105.0,106.0,94.0,40926.0,210.0,200.0,13122.0,169.0,165.0,46.0,37.0,36.0,5.0,5.0,5.0,41105.0,26.0,16.0,13229.0,78.0,71.0,550.0,64.0,60.0,6.0,6.0,5.0,0.0,0.0,0.0
TORQUE|3,0.505,12023,1.01,508,41853.0,35331.0,31536.0,41516.0,33497.0,31060.0,40333.0,30461.0,28602.0,34021.0,25488.0,24188.0,30334.0,24025.0,23554.0,40952.0,27929.0,20330.0,40815.0,23615.0,19005.0,38523.0,19785.0,17010.0,32215.0,15751.0,13588.0,28265.0,15853.0,14882.0
TORQUE|6,4.082,18591,8.164,784,40922.0,613.0,524.0,40922.0,1198.0,1182.0,40922.0,1250.0,1242.0,1644.0,456.0,453.0,533.0,403.0,401.0,40922.0,177.0,134.0,40922.0,397.0,374.0,40922.0,527.0,511.0,478.0,285.0,285.0,385.0,240.0,234.0
DES_POS|1,15.135,22955,30.27,0,41175.0,60.0,45.0,41175.0,131.0,111.0,38499.0,148.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,41175.0,32.0,15.0,41175.0,68.0,51.0,38499.0,65.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
DES_POS|2,302.696,19792,605.392,0,41175.0,9.0,9.0,41175.0,12.0,8.0,31284.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41175.0,9.0,9.0,41175.0,8.0,8.0,31284.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
DES_POS|3,387.305,3818,774.61,0,41175.0,2.0,2.0,41175.0,2.0,2.0,2724.0,2.0,1.0,2724.0,3.0,2.0,2724.0,4.0,2.0,41175.0,2.0,2.0,41175.0,2.0,2.0,2724.0,1.0,1.0,2724.0,2.0,1.0,2724.0,2.0,2.0
DES_POS|6,512446.633,20626,1024893.266,4294,40924.0,1.0,1.0,40924.0,1.0,1.0,40924.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40924.0,1.0,1.0,40924.0,1.0,1.0,40924.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRL_DIFF|1,0.001,4650,0.002,1813,41589.0,41893.0,41878.0,41484.0,41488.0,41487.0,41017.0,40994.0,40986.0,37007.0,36912.0,36903.0,31999.0,31934.0,31932.0,41589.0,41867.0,41835.0,41484.0,41470.0,41444.0,41017.0,40958.0,40960.0,37012.0,36811.0,36797.0,31972.0,31850.0,31849.0
CTRL_DIFF|2,0.002,1923,0.004,1159,41632.0,41875.0,41873.0,41507.0,41486.0,41471.0,41017.0,40968.0,40955.0,37000.0,36904.0,36904.0,31992.0,31929.0,31920.0,41632.0,41852.0,41814.0,41507.0,41435.0,41410.0,41017.0,40924.0,40910.0,36990.0,36801.0,36796.0,31973.0,31844.0,31834.0
CTRL_DIFF|3,0.006,655,0.012,617,41653.0,41809.0,41737.0,41517.0,41410.0,41362.0,41016.0,40841.0,40798.0,37001.0,36881.0,36863.0,31916.0,31958.0,31952.0,41652.0,41670.0,41547.0,41517.0,41288.0,41201.0,41015.0,40689.0,40595.0,36977.0,36753.0,36716.0,31952.0,31895.0,31869.0
CTRL_DIFF|6,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRL_POS|1,15.135,22959,30.27,0,41169.0,59.0,42.0,41169.0,134.0,111.0,38495.0,145.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,41169.0,31.0,15.0,41169.0,66.0,49.0,38495.0,64.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRL_POS|2,302.696,19791,605.392,0,41169.0,9.0,9.0,41169.0,12.0,8.0,31277.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,41169.0,9.0,9.0,41169.0,8.0,8.0,31277.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRL_POS|3,387.305,3818,774.61,0,41169.0,2.0,2.0,41169.0,3.0,2.0,2718.0,2.0,1.0,2718.0,3.0,2.0,2718.0,4.0,3.0,41169.0,2.0,2.0,41169.0,2.0,2.0,2718.0,1.0,1.0,2718.0,2.0,1.0,2718.0,2.0,2.0
CTRL_POS|6,512361.513,20626,1024723.026,4295,40921.0,1.0,1.0,40921.0,1.0,1.0,40921.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40921.0,1.0,1.0,40921.0,1.0,1.0,40921.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VEL_FFW|1,4.522,24568,9.044,3246,29980.0,342.0,310.0,29980.0,900.0,871.0,29781.0,1005.0,988.0,227.0,122.0,121.0,0.0,0.0,0.0,29980.0,203.0,169.0,29980.0,355.0,325.0,29781.0,331.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0
VEL_FFW|2,4.046,23136,8.092,3583,27880.0,373.0,341.0,27880.0,990.0,962.0,38685.0,1246.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,27880.0,212.0,184.0,27880.0,372.0,344.0,38685.0,354.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0
VEL_FFW|3,2.499,489,4.998,474,516.0,178.0,170.0,516.0,246.0,245.0,211.0,143.0,143.0,211.0,170.0,170.0,211.0,177.0,177.0,516.0,52.0,44.0,516.0,154.0,150.0,211.0,106.0,105.0,211.0,150.0,150.0,211.0,162.0,162.0
VEL_FFW|6,14186.669,27343,28373.338,0,38326.0,21.0,21.0,38326.0,21.0,21.0,38326.0,19.0,19.0,8496.0,2.0,2.0,0.0,0.0,0.0,38326.0,21.0,21.0,38326.0,21.0,21.0,38326.0,19.0,19.0,8496.0,2.0,2.0,0.0,0.0,0.0
CONT_DEV|1,0.001,4650,0.002,1813,41589.0,41893.0,41878.0,41484.0,41488.0,41487.0,41017.0,40994.0,40986.0,37007.0,36912.0,36903.0,31999.0,31934.0,31932.0,41589.0,41867.0,41835.0,41484.0,41470.0,41444.0,41017.0,40958.0,40960.0,37012.0,36811.0,36797.0,31972.0,31850.0,31849.0
CONT_DEV|2,0.002,1923,0.004,1159,41632.0,41875.0,41873.0,41507.0,41486.0,41471.0,41017.0,40968.0,40955.0,37000.0,36904.0,36904.0,31992.0,31929.0,31920.0,41632.0,41852.0,41814.0,41507.0,41435.0,41410.0,41017.0,40924.0,40910.0,36990.0,36801.0,36796.0,31973.0,31844.0,31834.0
CONT_DEV|3,0.006,655,0.012,617,41653.0,41809.0,41737.0,41517.0,41410.0,41362.0,41016.0,40841.0,40798.0,37001.0,36881.0,36863.0,31916.0,31958.0,31952.0,41652.0,41670.0,41547.0,41517.0,41288.0,41201.0,41015.0,40689.0,40595.0,36977.0,36753.0,36716.0,31952.0,31895.0,31869.0
CONT_DEV|6,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMD_SPEED|1,4.525,24567,9.05,3207,39088.0,318.0,277.0,39074.0,984.0,947.0,39071.0,1066.0,1039.0,221.0,126.0,122.0,0.0,0.0,0.0,39077.0,141.0,116.0,39449.0,269.0,245.0,39047.0,259.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0
CMD_SPEED|2,4.049,23143,8.098,3507,38813.0,327.0,294.0,38795.0,1091.0,1040.0,39090.0,1318.0,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,38812.0,149.0,126.0,40827.0,237.0,222.0,39090.0,317.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0
CMD_SPEED|3,2.505,568,5.01,534,35930.0,1469.0,1007.0,35855.0,1793.0,1527.0,6980.0,1630.0,1344.0,4505.0,1560.0,1243.0,4043.0,1870.0,1388.0,35850.0,175.0,130.0,35836.0,507.0,421.0,955.0,425.0,365.0,719.0,425.0,371.0,787.0,457.0,376.0
CMD_SPEED|6,14186.669,27343,28373.338,0,38326.0,21.0,21.0,38326.0,21.0,21.0,38326.0,19.0,19.0,8496.0,2.0,2.0,0.0,0.0,0.0,38326.0,21.0,21.0,38326.0,21.0,21.0,38326.0,19.0,19.0,8496.0,2.0,2.0,0.0,0.0,0.0
TORQUE_FFW|1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORQUE_FFW|2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORQUE_FFW|3,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORQUE_FFW|6,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|1,15.136,22956,30.272,0,41169.0,8.0,5.0,41169.0,42.0,34.0,39043.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,41169.0,4.0,2.0,41169.0,9.0,6.0,39042.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|2,302.737,19791,605.474,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|3,387.301,3819,774.602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|6,512375.283,20626,1024750.566,4295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|1,15.134,22959,30.268,0,41139.0,7.0,5.0,41139.0,39.0,32.0,39040.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41149.0,8.0,5.0,39038.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|2,302.696,19793,605.392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|3,387.305,3819,774.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|6,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
